,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_probability,risk_tier
5063,1,0,1,0,-1.2861451872261143,1,0,2,0,0,1,0,0,0,0,0,0.34380842188372235,-0.9785116335024692,True,False,False,0.812848,High
3463,0,1,0,0,-0.715653610808353,1,0,2,0,0,0,0,1,1,0,1,0.8802469582166829,-0.3962142648586246,False,True,False,0.8122022,High
3757,1,0,1,0,-1.163896992279451,1,0,2,0,0,0,0,1,0,0,1,0.5098884640920691,-0.876528838382801,False,True,False,0.8119207,High
2593,0,0,0,0,-1.041648797332788,1,0,2,0,0,1,0,0,0,0,1,0.3371652201953888,-0.780896620248607,False,True,False,0.8116892,High
1293,0,0,0,0,-1.1231475939638966,1,1,2,0,0,0,0,0,0,0,0,0.35211242399413967,-0.8347336915787484,False,True,False,0.81143206,High
618,0,0,0,0,-1.041648797332788,1,1,2,0,1,0,0,0,0,0,1,0.4500996488970644,-0.7817975671565807,False,False,False,0.81138384,High
880,0,0,0,0,-1.0823981956483424,1,0,2,0,0,1,0,0,1,0,0,0.6278052940599959,-0.7929605190895244,False,True,False,0.8111849,High
3039,0,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,0,0,1,-0.6510110309442751,-0.991674248084818,False,False,True,0.81029075,High
3756,1,0,0,0,-0.715653610808353,1,1,1,0,0,0,0,0,0,0,1,-0.5314334005542654,-0.6823418182422051,False,True,False,0.8096429,High
6353,0,0,0,0,-1.2453957889105598,1,1,2,0,0,0,0,0,0,0,1,0.3288612180849715,-0.9518348153005132,False,False,True,0.80830324,High
6314,0,0,0,0,0.3030813470805062,1,1,2,0,0,1,1,1,1,1,1,1.3602182801988052,0.8936340669522507,True,False,False,0.8082169,High
3856,1,0,1,0,-0.6341548141772443,1,1,2,0,1,1,0,1,1,0,1,1.2472838514971292,-0.2458220541714865,False,True,False,0.80714035,High
4009,0,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,0,0,0,-0.6526718313663585,-0.9916962223996466,False,False,True,0.80623984,High
5038,0,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,0,0,0,-0.6593150330546924,-0.9917841196589611,False,False,True,0.80623984,High
5120,0,1,1,0,0.5883271352893868,1,1,2,0,0,1,0,1,1,0,0,1.1526182274383718,1.074702421140155,False,True,False,0.8048096,High
2118,1,0,0,0,-0.06366323775948311,1,1,2,0,1,0,0,0,0,0,1,0.5132100649362364,0.0559292370552493,False,True,False,0.8038428,High
4147,1,0,0,0,-1.0823981956483424,1,1,2,0,0,0,0,0,0,0,1,0.3288612180849715,-0.8051562638194135,False,True,False,0.80356985,High
6548,0,0,0,0,0.01783555887162562,1,1,2,0,1,0,0,1,1,0,1,1.1625830299708724,0.4477312704497075,False,True,False,0.80346555,High
6141,1,0,0,0,-0.022913839443928746,1,0,2,0,0,0,0,1,1,0,0,0.8652997544179315,0.25035797465896026,False,True,False,0.803057,High
3471,0,0,0,0,-0.5934054158616899,1,1,2,0,0,0,0,0,0,0,1,0.3039492117537195,-0.420188242336659,False,True,False,0.80162233,High
3877,0,0,1,0,-0.5934054158616899,1,1,2,0,0,0,1,1,0,0,1,0.7922245358462588,-0.3107561544900857,False,True,False,0.7991735,High
5414,1,0,0,0,-0.7971524074394618,1,0,2,0,0,0,0,0,1,0,1,0.5264964683129039,-0.5683170985964483,False,True,False,0.79607224,High
4336,0,1,0,0,-1.0008993990172337,1,1,2,0,0,0,0,0,0,0,1,0.35709482526039027,-0.7451883586520845,False,True,False,0.7947896,High
4656,0,0,0,0,-1.2453957889105598,1,1,2,0,0,0,0,0,0,0,0,0.3288612180849715,-0.9469565174085576,True,False,False,0.793198,High
3898,0,0,0,0,-1.2046463905950056,0,0,1,0,0,0,0,1,0,0,0,-0.9898143170493026,-0.9637448939376304,True,False,False,0.79220164,High
6390,0,0,0,0,0.9143223218138218,1,1,2,0,0,0,0,0,0,0,1,0.26907240288996626,0.809999824714488,False,True,False,0.7914473,High
6000,1,1,1,0,0.832823525182713,1,1,2,0,1,1,0,1,1,0,1,1.2904646624712994,1.3991751538996935,False,True,False,0.79122746,High
1824,1,0,0,0,-1.0008993990172337,1,1,2,0,0,0,0,0,0,0,1,0.32720041766288765,-0.7600429954762378,False,True,False,0.7902193,High
4843,0,1,0,0,-1.2046463905950056,1,0,2,0,0,0,0,0,0,0,1,0.17938918009745933,-0.9216640810408054,False,True,False,0.79015225,High
4541,0,0,0,1,-0.6341548141772443,1,1,2,0,1,1,1,0,0,0,1,0.9201061683466861,-0.3274126851301867,True,False,False,0.78995126,High
4633,0,0,0,0,-1.2861451872261143,0,0,1,0,0,0,0,0,0,0,0,-1.348547208219332,-1.0009034603128422,False,False,True,0.78901315,High
1544,1,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,0,0,1,-0.6360638271455238,-0.9914764792513603,False,False,True,0.7885533,High
4854,0,0,0,0,-1.2453957889105598,1,0,2,0,0,0,0,0,0,0,1,0.19765798474037738,-0.9509997913370254,False,True,False,0.7864251,High
6535,0,1,0,0,0.3845801437116149,1,1,2,0,1,1,0,1,1,0,1,1.320359070068802,0.8884701029675228,False,False,False,0.78333426,High
5709,1,0,0,0,-1.0823981956483424,1,0,2,0,0,0,0,1,0,0,1,0.5148708653583197,-0.8081227963212785,True,False,False,0.78327197,High
6877,0,0,1,1,-1.2046463905950056,1,0,2,0,0,0,0,1,0,0,1,0.5215140670466537,-0.9063919322349082,False,True,False,0.7821251,High
4768,0,0,1,0,-1.1231475939638966,1,0,2,0,0,0,0,0,0,0,1,0.13122596785703866,-0.8571474927039502,False,True,False,0.7816901,High
1538,0,0,1,0,-1.1231475939638966,1,0,2,0,0,0,0,0,0,0,0,0.16444197629870802,-0.8665305251357748,False,True,False,0.78017277,High
1702,0,1,0,0,-1.2046463905950056,1,0,2,0,0,1,0,0,0,0,0,0.29398440922121827,-0.9253118173023578,False,True,False,0.7786984,High
36,1,0,0,0,-1.1231475939638966,1,0,2,0,0,0,0,0,0,0,1,0.15613797418829067,-0.8723537185653615,False,True,False,0.7757456,High
14,1,0,0,0,-0.30815962765280935,1,0,2,1,0,1,1,1,1,0,1,1.345271076400054,0.16885524095957474,False,True,False,0.7755881,High
6264,0,1,0,0,-1.2453957889105598,1,0,2,0,0,0,0,0,0,0,1,0.18769318220787667,-0.949066051632106,False,True,False,0.77201074,High
3777,0,0,1,0,1.3625657032849199,1,1,2,0,1,1,0,1,1,0,1,1.3353062738675532,2.037023590430313,False,True,False,0.7714123,High
3838,1,0,0,0,-1.163896992279451,1,0,2,0,0,1,0,0,0,0,1,0.2956452096433021,-0.8881971995568032,False,True,False,0.77125096,High
4747,1,0,1,0,0.01783555887162562,1,0,2,0,0,0,0,1,1,0,0,0.8719429561062655,0.29103243140675294,False,True,False,0.77123904,High
1590,1,1,0,0,-1.2453957889105598,1,0,2,0,1,0,0,0,0,0,1,0.3222180163966375,-0.9389358924961079,False,True,False,0.77115226,High
376,1,0,0,0,-1.2861451872261143,0,0,1,0,0,0,0,0,0,0,0,-1.316992000199746,-1.0004859483310984,False,False,True,0.7710157,High
4507,0,0,0,0,-0.715653610808353,1,0,2,0,1,0,0,1,0,0,1,0.6045540881508271,-0.5150074108221939,False,False,False,0.7686196,High
2650,0,0,0,1,-1.163896992279451,1,1,2,0,1,0,0,1,0,0,0,0.8171365421775109,-0.850928761607448,False,False,True,0.7682189,High
3786,0,1,0,0,-0.26741022933725495,1,0,2,0,0,0,0,1,1,0,1,0.8719429561062655,0.02195694633018871,False,True,False,0.7666855,High
6527,1,0,0,0,-1.2861451872261143,0,0,1,0,0,0,0,0,0,0,0,-1.348547208219332,-1.0009034603128422,False,False,True,0.7664821,High
4548,1,0,0,0,-1.2453957889105598,1,0,2,0,0,0,0,0,0,0,1,0.09136675772703531,-0.9603608494540213,False,True,False,0.76619804,High
4447,0,0,0,0,-1.2861451872261143,1,0,1,0,0,1,0,0,0,0,1,-0.48327018831384466,-0.9894548422871265,False,False,True,0.7656525,High
2356,0,0,0,1,-1.2861451872261143,1,0,1,0,0,0,0,0,0,0,0,-0.6327422263013568,-0.9914325306217031,False,False,True,0.76272345,High
2038,1,1,0,0,-0.6749042124927986,1,0,2,0,0,0,0,0,0,0,0,0.15447717376620732,-0.5531108727350369,False,True,False,0.7625183,High
2822,1,0,0,0,-1.2861451872261143,1,0,1,0,1,0,0,0,0,0,1,-0.49323499084634564,-0.9895866881760982,False,False,True,0.7615063,High
4571,1,0,0,0,-0.06366323775948311,1,1,2,0,1,0,0,0,0,0,1,0.5364612708454051,0.1488586144655222,False,True,False,0.7592064,High
3857,0,0,0,0,-0.1044126360750375,1,1,2,0,1,0,0,1,1,0,1,1.1692262316592064,0.2997122857640615,False,True,False,0.7590759,High
3294,1,0,0,0,1.4440644999160286,1,1,2,1,1,1,1,1,1,1,1,1.7338983751675856,2.5200629789932387,True,False,False,0.75755525,High
3968,0,1,0,0,-0.5119066192305812,1,1,2,0,0,0,0,0,1,0,1,0.6909157100991673,-0.2524143486200753,True,False,False,0.75726676,High
3785,1,0,0,0,-1.0823981956483424,1,0,2,0,0,0,0,0,0,0,1,0.13620836912328876,-0.8204503869401394,False,True,False,0.7557772,High
6716,0,1,0,0,-1.2453957889105598,1,0,2,0,0,0,0,0,0,0,0,0.19101478305204342,-0.9435724729249487,False,True,False,0.7542994,High
1467,1,0,1,1,-0.7971524074394618,1,1,2,0,0,0,0,0,0,0,1,0.3122532138641368,-0.617517589497749,True,False,False,0.7535468,High
3703,1,0,0,0,-1.2861451872261143,1,1,1,0,0,0,0,0,0,0,0,-0.47330538578134396,-0.9893229963981547,False,False,True,0.75253093,High
942,0,0,0,0,-1.2046463905950056,1,1,2,0,0,0,0,0,0,0,0,0.3122532138641368,-0.9167857831488496,False,False,False,0.7519606,High
3085,1,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,1,0,0,1,-0.38196136256675317,-0.9881144090825801,False,False,True,0.75135773,High
3167,1,0,0,1,-0.30815962765280935,1,0,2,0,1,0,0,1,1,0,1,1.0263973953600283,0.0645651427829006,False,True,False,0.7512172,High
2760,1,0,0,0,-0.7971524074394618,1,0,2,0,0,0,0,0,0,0,1,0.17108517798704198,-0.6021355691177086,False,True,False,0.7508397,High
5160,1,0,0,0,-0.9601500007016792,1,0,2,0,0,0,0,0,1,0,1,0.5248356678908205,-0.698229247863304,False,True,False,0.7496412,High
38,1,0,0,0,0.058584957187179994,1,1,2,0,1,1,0,1,1,0,1,1.3735046835754727,0.5482198121610288,False,True,False,0.7494722,High
3754,1,0,0,0,-1.2046463905950056,1,0,2,0,0,1,0,0,0,0,1,0.28568040711080095,-0.9094463619960876,True,False,False,0.749005,High
1256,1,0,0,0,-1.2453957889105598,1,0,1,0,1,0,0,0,0,0,1,-0.48825258958009526,-0.9708645719421062,False,False,True,0.7485645,High
4374,0,1,0,0,-1.163896992279451,1,1,1,0,0,0,0,0,0,0,0,-0.5397374026646827,-0.9325853155106342,False,False,True,0.7473002,High
2296,0,0,1,0,-1.0008993990172337,1,1,2,0,0,0,1,0,1,0,1,0.8387269476645961,-0.6847589928733543,False,True,False,0.74699354,High
2081,1,0,1,1,-0.6341548141772443,1,0,2,0,0,0,0,1,0,0,0,0.5264964683129039,-0.3959725473955097,False,True,False,0.74698675,High
2985,1,0,0,0,-0.9194006023861249,0,0,1,0,0,0,0,0,1,0,1,-1.0329951280234728,-0.8804622407371256,False,False,True,0.7444883,High
3281,1,1,0,0,0.09933435550273437,1,1,2,0,0,0,0,1,1,0,1,1.011450191561277,0.5151704426587705,False,True,False,0.74388623,High
203,1,0,0,1,-0.7971524074394618,1,0,2,0,0,0,0,1,0,0,1,0.44179564678664707,-0.5572200696079905,True,False,False,0.7436999,High
6384,1,0,0,0,-0.26741022933725495,1,1,2,1,1,0,0,1,0,0,1,0.9101413658141855,0.021077973737043544,True,False,False,0.7436027,High
1994,1,0,0,0,-0.38965842428391806,1,1,2,0,0,0,0,0,0,0,1,0.33052201850705487,-0.25990758997663777,False,True,False,0.7419498,High
6619,0,0,0,0,-1.041648797332788,1,0,2,0,1,0,0,1,1,1,1,0.9649477797429397,-0.7332343313853102,False,False,True,0.7418792,High
5547,1,0,0,0,-0.7971524074394618,1,0,2,0,1,1,0,0,0,0,1,0.4916196594491511,-0.5838089905506318,False,True,False,0.7409975,High
1521,0,0,0,0,-1.2046463905950056,1,0,2,0,1,0,0,1,1,0,0,1.0097893911391935,-0.8827915181089604,False,True,False,0.74074274,High
2668,1,0,0,0,-0.43040782259947247,1,1,2,1,0,0,0,1,1,0,1,1.207424641367126,0.006706771839119942,False,False,False,0.74062973,High
4149,1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0,1,-1.5030016474730943,-1.0029470715919047,False,False,True,0.7403765,High
3725,1,0,0,0,-1.2453957889105598,1,0,2,0,0,0,0,0,0,0,1,0.15945957503245742,-0.9471762605568439,False,True,False,0.7394237,High
2687,0,0,0,0,-0.43040782259947247,1,0,1,1,0,0,0,0,0,0,1,-0.50486059380093,-0.5505838265297446,False,True,False,0.73794156,High
3673,1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0,1,-1.49137604451851,-1.0027932513881044,False,False,True,0.7375756,High
1882,0,0,0,0,-0.6749042124927986,1,1,2,0,0,0,0,0,0,0,0,0.2541251990912154,-0.48674844195257677,False,True,False,0.737558,High
743,0,0,0,0,-1.1231475939638966,1,0,1,0,0,0,0,0,0,0,1,-0.6958526423405288,-0.9227847710970655,True,False,False,0.7372467,High
5868,0,0,0,0,0.832823525182713,1,1,2,1,0,1,0,1,1,1,1,1.3934342886404747,1.5310210428714686,True,False,False,0.7371805,High
290,1,1,0,0,-0.3489090259683637,1,1,2,0,0,0,0,0,0,0,1,0.36872042821497436,-0.2589187458093495,False,True,False,0.73691106,High
3045,0,0,0,0,-1.1231475939638966,1,0,2,0,0,0,1,0,1,0,1,0.6776293067224999,-0.8244497122389499,True,False,False,0.73589253,High
2443,0,1,0,0,-0.7564030091239073,1,1,2,0,1,1,0,1,1,0,1,1.3236806709129687,-0.33859761137795885,False,True,False,0.7357474,High
6708,1,0,0,0,-1.2046463905950056,1,1,2,0,0,0,0,0,0,0,0,0.33218281892913826,-0.919730341335886,False,False,True,0.73559594,High
5151,1,0,0,0,-0.9601500007016792,1,1,2,0,0,0,0,0,0,0,1,0.37370282948122496,-0.7106447357414795,False,True,False,0.7350563,High
5813,0,1,0,0,0.09933435550273437,1,0,2,0,0,0,0,0,0,0,0,0.18437158136370946,0.05149042545986624,False,True,False,0.7347704,High
1407,0,0,1,0,-0.715653610808353,1,0,2,0,0,1,0,1,0,0,1,0.6410916974366633,-0.436603055513645,False,True,False,0.7344696,High
6888,1,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,0,0,1,-0.6609758334767758,-0.9918060939737898,False,False,False,0.7320448,High
1185,1,0,0,0,-1.2046463905950056,1,0,2,0,0,1,0,0,1,0,0,0.6875941092550005,-0.8987888193042024,True,False,False,0.7309488,High
2329,1,1,1,0,-0.6749042124927986,1,1,2,0,0,0,0,1,0,0,1,0.6660037037679153,-0.40023556447226366,True,False,False,0.7295071,High
3062,1,0,0,0,-1.0823981956483424,1,0,2,0,1,0,0,0,1,0,1,0.6444132982808305,-0.7671187248510565,False,True,False,0.7281796,High
6299,0,0,0,0,-1.2453957889105598,1,0,2,0,0,0,0,0,0,0,0,0.1777283796753755,-0.950428459151481,False,True,False,0.7267369,High
6750,1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0,1,-1.498019246206844,-1.0028811486474187,False,False,True,0.72647285,High
3606,1,0,0,0,-0.4711572209150268,1,1,2,0,0,0,0,0,0,0,1,0.28900200795496817,-0.3265996354815273,False,True,False,0.72577125,High
4443,1,1,0,0,0.506828338658278,1,1,2,0,0,0,0,1,1,0,1,0.9599653784766895,0.8343253912297806,False,False,False,0.72488797,High
580,0,0,0,0,-1.2861451872261143,1,0,2,1,0,0,0,0,0,0,0,0.34214762146163896,-0.9785336078172976,False,False,True,0.7239315,High
2646,1,0,0,0,-0.3489090259683637,1,0,2,0,0,0,0,1,1,0,1,0.8420485485087629,-0.02783685107148508,False,True,False,0.72301406,High
1341,0,0,1,1,-0.7564030091239073,1,1,2,0,0,1,0,0,1,0,1,0.739078922339588,-0.4584894730829597,False,True,False,0.72277796,High
2695,0,0,0,0,0.09933435550273437,0,0,1,0,0,0,0,0,0,0,0,-1.3568512103297492,-0.6545443099839892,False,True,False,0.72274303,High
2224,1,0,1,0,-1.163896992279451,1,0,2,0,0,0,0,0,0,0,0,0.18271078094162607,-0.8823300574975592,False,True,False,0.72145563,High
4802,0,1,0,0,-0.715653610808353,1,1,2,0,1,0,0,0,1,0,0,0.8254405442879281,-0.3853809276481104,False,True,False,0.7210511,High
6956,1,1,0,0,-0.30815962765280935,1,1,2,0,1,0,0,1,0,0,1,0.8138149413333441,-0.046449095731333954,False,True,False,0.7200956,High
6419,0,0,0,0,-1.0823981956483424,1,0,2,0,0,0,0,0,0,0,1,0.14119077038953937,-0.8277458594632443,False,False,True,0.7192797,High
2226,1,0,0,0,-0.9194006023861249,1,0,2,0,0,0,0,0,0,0,1,0.1661027767207914,-0.6864070664855014,False,True,False,0.719058,High
1558,1,1,0,0,-1.163896992279451,1,0,2,0,0,0,0,0,0,0,0,0.1445123712337061,-0.8966353364509967,False,True,False,0.718851,High
4328,0,1,0,0,-0.5934054158616899,1,0,2,0,0,1,0,0,1,0,1,0.6626821029237485,-0.37716253390220306,False,True,False,0.7186688,High
781,0,0,0,0,-1.2861451872261143,1,0,1,0,0,0,1,0,0,0,1,-0.42514217354092326,-0.9886857412681245,False,True,False,0.7179704,High
445,0,0,0,0,1.1180693133915935,1,1,2,0,1,1,0,1,1,0,1,1.358557479776722,1.7995251957624885,False,True,False,0.7174961,High
4276,1,1,1,0,-1.163896992279451,1,0,2,0,0,0,0,0,0,0,1,0.17274597840912537,-0.8884169427050895,False,True,False,0.7162606,High
2606,1,0,1,0,-0.9194006023861249,1,0,2,0,0,0,0,0,0,0,1,0.1760675792532921,-0.6871981418193321,False,True,False,0.71563953,High
4047,0,1,0,0,0.058584957187179994,0,0,1,0,1,1,0,1,1,0,1,-0.29061733935216244,-0.2355161005168594,False,True,False,0.7152771,High
6425,1,0,0,0,-1.2861451872261143,1,0,1,0,0,1,0,0,0,0,1,-0.4816093878917613,-0.9894328679722978,False,True,False,0.7149411,High
2516,1,1,1,0,0.14008375381828872,1,1,2,0,0,0,0,0,1,0,1,0.6726469054562493,0.3651737696385477,True,False,False,0.7127327,High
3351,0,0,0,1,-1.2861451872261143,1,0,1,0,0,1,0,0,1,0,0,-0.1926301144492377,-0.9856093371921164,False,True,False,0.71114796,High
6472,0,0,1,1,-1.1231475939638966,1,0,2,0,0,0,0,0,0,0,0,0.16444197629870802,-0.8708155165273574,True,False,False,0.70400625,High
479,0,0,0,1,-0.715653610808353,1,0,2,0,0,0,0,0,0,0,0,0.13288676827912202,-0.5744259581188073,False,False,False,0.70381,High
759,0,0,0,0,-0.43040782259947247,1,0,2,0,0,0,0,1,1,0,0,0.8055109392229267,-0.17315299503320986,False,True,False,0.7013493,High
2007,0,0,1,0,0.5883271352893868,1,1,2,1,1,1,0,1,0,0,1,1.1210630194187858,0.9808720968219085,False,True,False,0.7011521,High
6707,1,1,1,0,0.9958211184449305,1,1,2,0,0,1,0,1,1,0,0,1.182512635035874,1.5137272571013374,False,True,False,0.7003836,High
